,Date,Open,High,Low,Close,Volume
62,2021-09-02 12:00:00,3762.67,3797.0,3760.09,3789.6,3843.259529
63,2021-09-02 12:30:00,3789.59,3793.03,3765.3,3776.32,3089.99450012
64,2021-09-02 13:00:00,3776.59,3791.77,3766.16,3791.27,2987.60293163
65,2021-09-02 13:30:00,3791.76,3807.32,3780.0,3795.78,4077.63566261
66,2021-09-02 14:00:00,3795.77,3834.98,3768.03,3816.76,9966.82999806
67,2021-09-02 14:30:00,3816.76,3817.21,3754.07,3766.99,7568.37697664
68,2021-09-02 15:00:00,3766.99,3778.43,3742.0,3769.24,6372.2839933
69,2021-09-02 15:30:00,3769.24,3775.14,3755.33,3757.2,5118.56339738
70,2021-09-02 16:00:00,3757.19,3792.43,3756.07,3783.84,6125.11226434
71,2021-09-02 16:30:00,3783.81,3788.79,3775.88,3785.0,3465.18139778
72,2021-09-02 17:00:00,3785.0,3787.76,3770.29,3780.43,3040.06857224
73,2021-09-02 17:30:00,3780.72,3805.86,3768.11,3799.9,5928.62319568
74,2021-09-02 18:00:00,3799.62,3809.33,3769.78,3772.97,4210.56131401
75,2021-09-02 18:30:00,3772.77,3779.75,3761.68,3778.92,4191.88576282
76,2021-09-02 19:00:00,3779.21,3789.86,3769.86,3785.56,3511.81552707
77,2021-09-02 19:30:00,3785.29,3791.41,3775.47,3785.81,5522.58729042
78,2021-09-02 20:00:00,3785.98,3802.62,3778.25,3794.5,3841.98482157
79,2021-09-02 20:30:00,3794.47,3813.0,3789.45,3809.6,3692.76735943
80,2021-09-02 21:00:00,3809.99,3822.84,3802.03,3814.9,3772.56088064
81,2021-09-02 21:30:00,3814.8,3832.94,3810.74,3830.96,3772.98273181
82,2021-09-02 22:00:00,3830.58,3831.02,3793.76,3797.69,3881.1624041
83,2021-09-02 22:30:00,3797.8,3812.91,3797.8,3805.44,3106.80804337
84,2021-09-02 23:00:00,3805.44,3805.44,3781.97,3782.01,4399.86135448
85,2021-09-02 23:30:00,3782.53,3798.71,3781.96,3787.97,3289.12434793
86,2021-09-03 00:00:00,3788.2,3806.32,3785.18,3793.73,4193.76248536
87,2021-09-03 00:30:00,3794.05,3794.78,3723.23,3731.29,14897.26321975
88,2021-09-03 01:00:00,3731.16,3746.02,3718.23,3725.78,8038.6200351
89,2021-09-03 01:30:00,3725.77,3745.85,3710.59,3744.38,6586.14476916
90,2021-09-03 02:00:00,3744.39,3771.03,3738.7,3770.27,6144.38855671
91,2021-09-03 02:30:00,3770.96,3776.27,3760.03,3773.7,5326.21075351
92,2021-09-03 03:00:00,3773.7,3787.86,3767.05,3780.54,4679.82520711
93,2021-09-03 03:30:00,3780.54,3818.19,3780.54,3807.36,5090.55720904
94,2021-09-03 04:00:00,3807.37,3825.96,3797.3,3809.01,4312.34758947
95,2021-09-03 04:30:00,3809.01,3818.68,3803.74,3810.74,3050.60285269
96,2021-09-03 05:00:00,3810.36,3818.88,3785.61,3801.87,2903.08892009
97,2021-09-03 05:30:00,3801.94,3808.85,3790.62,3797.57,2800.90757819
98,2021-09-03 06:00:00,3797.56,3812.92,3790.19,3790.68,2935.69078544
99,2021-09-03 06:30:00,3790.47,3799.99,3778.99,3791.58,3261.18026861
100,2021-09-03 07:00:00,3791.6,3800.0,3781.0,3791.57,3296.00063478
101,2021-09-03 07:30:00,3791.56,3812.92,3787.47,3797.02,3510.96408277
102,2021-09-03 08:00:00,3797.02,3808.08,3790.34,3802.33,2779.49978545
103,2021-09-03 08:30:00,3802.02,3898.03,3797.97,3890.53,11193.7157208
104,2021-09-03 09:00:00,3890.53,3960.65,3877.65,3941.11,10194.28525842
105,2021-09-03 09:30:00,3941.29,3973.38,3936.54,3966.62,6460.44719333
106,2021-09-03 10:00:00,3966.71,3981.0,3950.0,3959.44,7502.39134098
107,2021-09-03 10:30:00,3959.4,3984.82,3929.32,3951.89,8120.30777106
108,2021-09-03 11:00:00,3951.48,3964.55,3922.56,3949.45,5916.95881044
109,2021-09-03 11:30:00,3949.07,3965.4,3948.9,3954.56,6471.77928684
110,2021-09-03 12:00:00,3954.56,3960.9,3927.0,3942.2,5614.40910709
111,2021-09-03 12:30:00,3941.9,3984.0,3941.9,3951.26,7456.02941956
112,2021-09-03 13:00:00,3951.26,3964.99,3944.4,3944.4,4489.06019963
113,2021-09-03 13:30:00,3944.06,3968.78,3942.14,3965.24,10812.56936135
114,2021-09-03 14:00:00,3965.24,3993.92,3958.77,3993.31,7887.31372485
115,2021-09-03 14:30:00,3993.32,4030.35,3947.71,3980.56,19250.56273825
116,2021-09-03 15:00:00,3980.57,3984.73,3960.0,3972.71,5935.08767029
117,2021-09-03 15:30:00,3972.82,3977.07,3954.16,3969.83,4702.11439893
118,2021-09-03 16:00:00,3970.13,3978.0,3957.14,3968.82,5216.66418868
119,2021-09-03 16:30:00,3968.93,3985.0,3965.87,3971.72,4260.84564366
120,2021-09-03 17:00:00,3971.99,3983.58,3969.2,3980.47,3731.18909102
121,2021-09-03 17:30:00,3980.47,3980.47,3954.86,3964.66,5208.83262274
122,2021-09-03 18:00:00,3964.45,3965.6,3950.25,3956.35,5338.64666993
123,2021-09-03 18:30:00,3956.35,3963.0,3933.09,3953.36,5749.02439683
124,2021-09-03 19:00:00,3953.36,3953.74,3926.0,3948.75,4958.89726124
125,2021-09-03 19:30:00,3948.88,3954.06,3935.47,3945.1,3412.54371889
126,2021-09-03 20:00:00,3945.17,3945.37,3908.4,3910.52,5385.02031131
127,2021-09-03 20:30:00,3910.3,3923.45,3906.8,3916.31,3977.27022161
128,2021-09-03 21:00:00,3916.29,3941.83,3914.5,3927.44,3378.57133218
129,2021-09-03 21:30:00,3927.46,3941.15,3920.58,3935.2,3006.69029571
130,2021-09-03 22:00:00,3935.58,3936.57,3865.0,3893.25,7995.85830435
131,2021-09-03 22:30:00,3893.52,3909.44,3866.66,3887.85,7442.03058322
132,2021-09-03 23:00:00,3887.97,3915.24,3879.9,3907.62,5134.36325816
133,2021-09-03 23:30:00,3907.73,3943.79,3903.97,3940.06,4755.62575192
134,2021-09-04 00:00:00,3940.06,3970.0,3915.0,3957.51,8085.91368897
135,2021-09-04 00:30:00,3957.51,3960.96,3939.82,3942.7,4197.21543212
136,2021-09-04 01:00:00,3942.84,3954.44,3920.56,3927.17,4335.24886497
137,2021-09-04 01:30:00,3927.17,3939.18,3917.99,3920.01,3403.3511803
138,2021-09-04 02:00:00,3920.01,3937.26,3903.01,3936.06,3519.71568524
139,2021-09-04 02:30:00,3935.77,3946.61,3920.53,3944.11,3260.21955971
140,2021-09-04 03:00:00,3943.91,3943.98,3919.71,3921.16,3223.53286114
141,2021-09-04 03:30:00,3920.99,3932.78,3915.26,3918.96,3110.99157512
142,2021-09-04 04:00:00,3918.95,3928.3,3909.52,3922.74,1668.77109924
143,2021-09-04 04:30:00,3922.36,3924.66,3906.65,3906.77,1962.89686085
144,2021-09-04 05:00:00,3906.76,3911.97,3892.85,3904.92,3003.29842642
145,2021-09-04 05:30:00,3904.7,3929.22,3904.45,3926.14,2456.70506853
146,2021-09-04 06:00:00,3925.88,3937.5,3919.25,3924.83,2100.97088885
147,2021-09-04 06:30:00,3924.79,3928.79,3916.71,3922.57,1952.37663826
148,2021-09-04 07:00:00,3922.58,3934.46,3909.61,3921.66,2308.93478116
149,2021-09-04 07:30:00,3921.66,3921.66,3909.73,3916.22,2102.73442365
150,2021-09-04 08:00:00,3916.55,3949.68,3909.89,3934.34,3659.39653364
151,2021-09-04 08:30:00,3934.34,3953.8,3932.33,3933.36,2417.79635669
152,2021-09-04 09:00:00,3933.46,3945.73,3923.16,3930.34,2537.00751196
153,2021-09-04 09:30:00,3930.42,3935.88,3925.56,3929.09,1693.29909671
154,2021-09-04 10:00:00,3928.88,3948.62,3928.88,3940.63,2038.5226261
155,2021-09-04 10:30:00,3940.88,3942.93,3906.24,3906.73,2251.92671318
156,2021-09-04 11:00:00,3906.74,3914.31,3883.77,3904.79,3196.15971428
157,2021-09-04 11:30:00,3904.37,3909.46,3887.27,3889.04,2118.23274369
158,2021-09-04 12:00:00,3888.42,3916.78,3881.0,3914.96,2810.39649965
159,2021-09-04 12:30:00,3914.57,3929.83,3912.32,3917.41,1975.85966204
160,2021-09-04 13:00:00,3917.62,3923.97,3901.0,3910.8,1843.67194438
161,2021-09-04 13:30:00,3910.95,3923.43,3904.9,3912.32,1421.99260624
162,2021-09-04 14:00:00,3912.29,3914.42,3891.0,3894.8,2363.96375707
163,2021-09-04 14:30:00,3894.43,3910.0,3893.55,3905.39,1729.07834569
164,2021-09-04 15:00:00,3905.28,3921.89,3905.15,3920.46,1866.04153839
165,2021-09-04 15:30:00,3920.67,3922.98,3903.51,3920.48,2070.12929707
166,2021-09-04 16:00:00,3920.48,3927.14,3904.1,3917.53,1898.54234231
167,2021-09-04 16:30:00,3917.8,3921.23,3897.08,3903.64,2539.39905674
168,2021-09-04 17:00:00,3903.64,3907.69,3838.69,3862.16,6992.6565931
169,2021-09-04 17:30:00,3862.17,3882.24,3857.31,3881.23,3045.48914189
170,2021-09-04 18:00:00,3881.23,3892.21,3872.67,3874.79,2812.21940758
171,2021-09-04 18:30:00,3875.02,3877.4,3857.0,3861.45,2162.17324576
172,2021-09-04 19:00:00,3860.97,3883.32,3834.57,3853.75,5724.68331732
173,2021-09-04 19:30:00,3853.28,3865.64,3842.25,3861.45,3289.26904363
174,2021-09-04 20:00:00,3860.42,3880.99,3855.22,3874.78,2799.36591183
175,2021-09-04 20:30:00,3874.86,3884.27,3870.98,3880.89,1827.8729192
176,2021-09-04 21:00:00,3880.89,3902.87,3880.88,3901.58,1921.32616008
177,2021-09-04 21:30:00,3901.44,3902.96,3889.09,3891.73,1399.19062642
178,2021-09-04 22:00:00,3891.71,3903.95,3880.01,3900.67,1718.82528238
179,2021-09-04 22:30:00,3900.67,3901.09,3881.01,3886.41,1863.6016092
180,2021-09-04 23:00:00,3886.7,3893.58,3866.52,3878.02,1772.03028749
181,2021-09-04 23:30:00,3878.02,3901.39,3876.08,3887.53,1594.41876907
182,2021-09-05 00:00:00,3887.58,3901.59,3871.0,3899.86,2310.36147153
183,2021-09-05 00:30:00,3899.36,3915.35,3892.68,3906.57,2068.26235702
184,2021-09-05 01:00:00,3906.71,3910.82,3890.0,3895.8,1669.84312291
185,2021-09-05 01:30:00,3895.96,3899.61,3881.7,3895.24,1736.34218366
186,2021-09-05 02:00:00,3894.58,3908.71,3890.61,3897.36,1275.09809721
187,2021-09-05 02:30:00,3897.42,3903.65,3891.16,3892.81,1113.88940415
188,2021-09-05 03:00:00,3893.03,3898.89,3850.32,3858.57,2693.55659457
189,2021-09-05 03:30:00,3858.58,3862.6,3846.0,3847.16,2423.97158797
190,2021-09-05 04:00:00,3846.66,3875.68,3844.24,3871.62,1443.83058956
191,2021-09-05 04:30:00,3871.62,3875.45,3862.66,3872.96,1328.50382841
192,2021-09-05 05:00:00,3873.55,3877.64,3861.51,3866.46,1244.90802829
193,2021-09-05 05:30:00,3866.66,3871.7,3860.93,3863.78,827.79484652
194,2021-09-05 06:00:00,3863.78,3870.26,3835.7,3861.49,1930.88910965
195,2021-09-05 06:30:00,3860.21,3879.32,3855.76,3878.37,1015.99908445
196,2021-09-05 07:00:00,3878.24,3891.69,3872.77,3881.46,988.05274243
197,2021-09-05 07:30:00,3881.33,3887.25,3865.43,3873.51,794.78540766
198,2021-09-05 08:00:00,3873.51,3887.57,3863.83,3881.05,874.89590735
199,2021-09-05 08:30:00,3881.76,3924.0,3879.33,3920.01,1975.43291435
200,2021-09-05 09:00:00,3920.01,3932.62,3911.32,3917.63,2148.41055541
201,2021-09-05 09:30:00,3917.64,3933.35,3911.34,3930.47,1661.47169771
202,2021-09-05 10:00:00,3930.56,3958.15,3928.19,3938.29,2970.57896828
203,2021-09-05 10:30:00,3938.29,3945.28,3913.03,3923.38,1582.76283683
204,2021-09-05 11:00:00,3923.38,3941.62,3909.85,3919.48,1992.25824173
205,2021-09-05 11:30:00,3919.45,3928.21,3913.25,3926.88,1240.22036685
206,2021-09-05 12:00:00,3926.87,3951.33,3919.11,3949.67,1899.6080341
207,2021-09-05 12:30:00,3948.94,3955.84,3924.71,3934.03,2105.42109
208,2021-09-05 13:00:00,3934.07,3936.74,3921.67,3928.1,1416.36547917
209,2021-09-05 13:30:00,3928.09,3948.19,3925.0,3932.95,2028.06929467
210,2021-09-05 14:00:00,3931.7,3941.48,3926.55,3934.14,2670.55075623
211,2021-09-05 14:30:00,3934.13,3945.0,3913.39,3921.16,3194.12291263
212,2021-09-05 15:00:00,3921.18,3924.5,3900.14,3909.93,4622.35419788
213,2021-09-05 15:30:00,3910.09,3922.23,3901.52,3909.9,1654.69564469
214,2021-09-05 16:00:00,3909.52,3918.29,3901.0,3913.34,1801.16523953
215,2021-09-05 16:30:00,3913.07,3927.13,3909.5,3917.84,1798.51996887
216,2021-09-05 17:00:00,3917.85,3932.99,3914.27,3929.31,2316.77613403
217,2021-09-05 17:30:00,3929.56,3932.31,3923.18,3929.61,1331.47562115
218,2021-09-05 18:00:00,3929.46,3930.93,3918.43,3925.55,1283.29118184
219,2021-09-05 18:30:00,3925.47,3932.61,3923.0,3924.1,1363.87614654
220,2021-09-05 19:00:00,3924.45,3949.1,3920.87,3945.54,2693.3949333
221,2021-09-05 19:30:00,3945.54,3952.43,3927.21,3929.68,1988.92263017
222,2021-09-05 20:00:00,3929.86,3935.15,3921.6,3926.9,1927.37811243
223,2021-09-05 20:30:00,3926.93,3973.25,3926.03,3970.01,5167.23299817
224,2021-09-05 21:00:00,3970.01,3982.64,3939.69,3945.53,4749.3699586
225,2021-09-05 21:30:00,3945.87,3962.03,3943.25,3953.74,2469.19401734
226,2021-09-05 22:00:00,3953.87,3956.97,3935.9,3943.01,6319.81795553
227,2021-09-05 22:30:00,3943.01,3951.82,3931.21,3949.44,3675.49297106
228,2021-09-05 23:00:00,3950.0,3967.12,3942.22,3958.01,1718.9189383
229,2021-09-05 23:30:00,3958.13,3960.0,3949.2,3952.17,1831.42741765
230,2021-09-06 00:00:00,3951.68,3964.21,3926.55,3939.18,2644.34203351
231,2021-09-06 00:30:00,3939.07,3945.09,3930.23,3933.58,2280.2504474
232,2021-09-06 01:00:00,3933.7,3936.0,3915.0,3928.46,2910.16355039
233,2021-09-06 01:30:00,3929.1,3933.64,3921.13,3929.1,1789.40173054
234,2021-09-06 02:00:00,3929.1,3929.9,3917.01,3922.31,1490.65405195
235,2021-09-06 02:30:00,3922.19,3930.55,3918.62,3920.5,1444.44315812
236,2021-09-06 03:00:00,3920.79,3931.1,3917.44,3923.38,1519.7430737
237,2021-09-06 03:30:00,3923.45,3937.99,3901.0,3906.48,3564.34428125
238,2021-09-06 04:00:00,3906.81,3917.66,3900.0,3914.99,2305.79863877
239,2021-09-06 04:30:00,3915.3,3927.65,3913.83,3924.04,1686.81608698
240,2021-09-06 05:00:00,3924.02,3926.22,3910.2,3921.16,1089.34998943
241,2021-09-06 05:30:00,3921.15,3933.28,3919.9,3932.34,935.02698259
242,2021-09-06 06:00:00,3932.31,3945.79,3930.0,3939.67,1834.18365057
243,2021-09-06 06:30:00,3939.87,3943.37,3932.4,3934.88,1281.32811815
244,2021-09-06 07:00:00,3935.13,3936.38,3928.97,3932.01,1192.58559241
245,2021-09-06 07:30:00,3932.02,3955.92,3932.02,3945.98,2338.65438596
246,2021-09-06 08:00:00,3945.98,3952.97,3940.89,3951.45,2243.26790538
247,2021-09-06 08:30:00,3951.8,3973.27,3949.23,3961.6,3061.55900245
248,2021-09-06 09:00:00,3961.57,3966.54,3945.5,3947.16,1449.00625226
249,2021-09-06 09:30:00,3947.49,3962.66,3944.3,3959.12,928.727534
250,2021-09-06 10:00:00,3959.28,3961.61,3941.87,3948.25,1255.57955781
251,2021-09-06 10:30:00,3948.25,3952.95,3942.46,3950.13,1014.20774082
252,2021-09-06 11:00:00,3950.41,3957.4,3917.0,3925.41,3968.8757435
253,2021-09-06 11:30:00,3925.42,3929.84,3900.0,3905.59,6363.05721711
254,2021-09-06 12:00:00,3905.58,3907.18,3868.0,3901.22,8602.62052262
255,2021-09-06 12:30:00,3900.74,3918.23,3894.18,3906.22,1994.68479069
256,2021-09-06 13:00:00,3906.32,3912.47,3890.84,3902.04,1889.30959537
257,2021-09-06 13:30:00,3902.03,3919.95,3897.46,3917.47,3149.5233163
258,2021-09-06 14:00:00,3917.35,3940.84,3912.85,3936.95,3467.75013455
259,2021-09-06 14:30:00,3936.93,3943.98,3930.01,3941.19,2060.00382841
260,2021-09-06 15:00:00,3941.18,3947.89,3930.47,3936.36,2270.17880332
261,2021-09-06 15:30:00,3936.37,3938.79,3924.4,3926.81,1609.22182177
262,2021-09-06 16:00:00,3926.75,3941.42,3914.55,3938.21,2787.8192836
263,2021-09-06 16:30:00,3938.19,3945.0,3921.74,3927.34,2034.24961551
264,2021-09-06 17:00:00,3927.34,3942.84,3926.54,3937.62,1738.28139737
265,2021-09-06 17:30:00,3937.87,3941.87,3925.32,3934.61,1748.8992799
266,2021-09-06 18:00:00,3934.59,3940.0,3926.52,3936.48,1663.45093303
267,2021-09-06 18:30:00,3936.54,3951.63,3932.85,3949.48,2508.09884391
268,2021-09-06 19:00:00,3948.93,3960.77,3944.71,3958.33,2476.47117722
269,2021-09-06 19:30:00,3958.48,3959.74,3938.73,3938.73,1898.13309499
270,2021-09-06 20:00:00,3939.04,3949.89,3926.4,3933.45,1549.38623278
271,2021-09-06 20:30:00,3933.45,3953.0,3931.91,3952.99,2463.50668167
272,2021-09-06 21:00:00,3952.61,3954.9,3940.14,3942.45,1697.81078936
273,2021-09-06 21:30:00,3942.46,3965.45,3942.45,3955.27,2401.96097691
274,2021-09-06 22:00:00,3955.47,3971.34,3943.57,3950.28,3523.06111602
275,2021-09-06 22:30:00,3950.27,3952.0,3936.03,3941.6,1883.20044929
276,2021-09-06 23:00:00,3941.61,3946.38,3921.69,3923.86,2909.78526015
277,2021-09-06 23:30:00,3923.74,3936.16,3921.06,3928.89,2756.85524728
278,2021-09-07 00:00:00,3928.72,3934.73,3904.6,3905.9,4015.92752642
279,2021-09-07 00:30:00,3905.45,3911.0,3890.53,3901.22,5527.00026994
280,2021-09-07 01:00:00,3900.94,3908.0,3892.0,3903.01,2864.72256321
281,2021-09-07 01:30:00,3903.07,3920.54,3896.6,3920.21,3545.9316948
282,2021-09-07 02:00:00,3920.23,3948.0,3920.02,3940.55,4265.11331009
283,2021-09-07 02:30:00,3940.56,3946.14,3928.38,3934.04,2531.66613613
284,2021-09-07 03:00:00,3934.46,3938.81,3918.1,3919.22,2534.26224078
285,2021-09-07 03:30:00,3919.57,3924.76,3908.96,3914.8,2152.18255371
286,2021-09-07 04:00:00,3914.44,3920.55,3903.94,3911.41,2781.1786598
287,2021-09-07 04:30:00,3911.58,3936.66,3910.44,3917.61,2365.79697453
288,2021-09-07 05:00:00,3917.61,3921.71,3907.18,3917.61,2364.32486224
289,2021-09-07 05:30:00,3917.48,3926.93,3911.49,3922.42,1552.1925338
290,2021-09-07 06:00:00,3923.36,3928.27,3916.97,3917.94,1251.35428579
291,2021-09-07 06:30:00,3917.94,3932.24,3901.0,3901.01,2185.47832078
292,2021-09-07 07:00:00,3901.2,3907.96,3880.29,3904.2,4085.71782529
293,2021-09-07 07:30:00,3904.04,3905.39,3883.4,3884.84,2458.24297557
294,2021-09-07 08:00:00,3884.8,3885.09,3800.88,3809.62,9494.77452915
295,2021-09-07 08:30:00,3810.92,3817.49,3701.22,3756.98,15762.62370247
296,2021-09-07 09:00:00,3756.66,3786.24,3750.0,3761.68,3984.60951894
297,2021-09-07 09:30:00,3761.59,3769.83,3667.1,3713.55,11395.44767216
298,2021-09-07 10:00:00,3713.51,3756.87,3710.58,3752.38,5424.57208167
299,2021-09-07 10:30:00,3752.62,3777.39,3745.21,3764.29,5913.70549711
300,2021-09-07 11:00:00,3764.28,3768.83,3743.4,3768.31,3118.66084826
301,2021-09-07 11:30:00,3767.64,3768.31,3744.19,3750.95,3460.94935556
302,2021-09-07 12:00:00,3750.94,3764.89,3712.84,3717.48,6994.19539319
303,2021-09-07 12:30:00,3717.09,3760.0,3713.76,3754.02,6701.19680689
304,2021-09-07 13:00:00,3754.08,3775.45,3747.7,3770.36,4711.21206188
305,2021-09-07 13:30:00,3770.62,3774.82,3727.19,3730.41,6108.71170398
306,2021-09-07 14:00:00,3729.98,3751.6,3628.0,3659.25,17103.33148324
307,2021-09-07 14:30:00,3668.17,3697.81,3393.06,3406.17,37072.73530938
308,2021-09-07 15:00:00,3406.17,3512.3,3009.0,3384.99,55801.63469688
309,2021-09-07 15:30:00,3384.98,3500.0,3358.62,3463.49,25266.92476817
310,2021-09-07 16:00:00,3462.41,3505.86,3425.0,3468.35,25374.65088001
311,2021-09-07 16:30:00,3468.32,3583.48,3463.29,3570.17,19066.20631738
312,2021-09-07 17:00:00,3570.18,3577.24,3435.0,3465.03,21150.5512149
313,2021-09-07 17:30:00,3462.25,3490.9,3422.43,3429.1,18413.01488498
314,2021-09-07 18:00:00,3429.24,3459.04,3343.2,3441.3,20693.28991747
315,2021-09-07 18:30:00,3441.75,3485.92,3412.8,3449.94,15125.28541615
316,2021-09-07 19:00:00,3449.44,3479.49,3426.03,3466.63,9000.00733736
317,2021-09-07 19:30:00,3466.5,3469.9,3402.46,3414.84,10006.83080702
318,2021-09-07 20:00:00,3415.48,3458.72,3404.98,3433.13,8894.6373813
319,2021-09-07 20:30:00,3433.13,3434.83,3365.0,3415.72,13951.63331237
320,2021-09-07 21:00:00,3415.71,3427.94,3321.2,3346.39,10635.87428394
321,2021-09-07 21:30:00,3346.33,3381.06,3321.29,3377.29,10108.1398067
322,2021-09-07 22:00:00,3376.85,3442.83,3339.58,3435.64,10830.7823362
323,2021-09-07 22:30:00,3435.63,3451.82,3426.48,3439.16,7526.21046521
324,2021-09-07 23:00:00,3439.48,3462.73,3386.63,3453.27,9543.92805498
325,2021-09-07 23:30:00,3452.68,3458.82,3420.02,3436.96,7135.78065
326,2021-09-08 00:00:00,3436.75,3452.31,3379.46,3424.79,8755.07012525
327,2021-09-08 00:30:00,3425.26,3467.96,3425.26,3461.56,9226.73975239
328,2021-09-08 01:00:00,3461.57,3471.33,3427.48,3453.79,13109.98464959
329,2021-09-08 01:30:00,3453.79,3531.41,3453.77,3526.37,8406.2552944
330,2021-09-08 02:00:00,3526.85,3545.38,3519.76,3545.37,7003.83031828
331,2021-09-08 02:30:00,3545.53,3545.6,3491.78,3499.24,6648.75171657
