,Date,Open,High,Low,Close,Volume,Date.1
9914,2021-06-01 00:00:00,2707.560546875,2739.737548828125,2693.899169921875,2734.735595703125,393271296,2021-06-01 00:00:00
9915,2021-06-01 01:00:00,2731.4375,2731.4375,2665.773681640625,2675.395263671875,0,2021-06-01 01:00:00
9916,2021-06-01 02:00:00,2662.825439453125,2674.688720703125,2621.217529296875,2642.27587890625,0,2021-06-01 02:00:00
9917,2021-06-01 03:00:00,2645.03173828125,2676.965087890625,2620.335205078125,2633.060302734375,0,2021-06-01 03:00:00
9918,2021-06-01 04:00:00,2630.874267578125,2659.94140625,2618.422119140625,2642.58837890625,0,2021-06-01 04:00:00
9919,2021-06-01 05:00:00,2640.264892578125,2710.123779296875,2640.264892578125,2710.123779296875,661055488,2021-06-01 05:00:00
9920,2021-06-01 06:00:00,2704.702880859375,2704.702880859375,2643.270263671875,2661.7666015625,0,2021-06-01 06:00:00
9921,2021-06-01 07:00:00,2659.57177734375,2679.555908203125,2639.379638671875,2652.46484375,0,2021-06-01 07:00:00
9922,2021-06-01 08:00:00,2655.61474609375,2665.361083984375,2558.115966796875,2577.84814453125,0,2021-06-01 08:00:00
9923,2021-06-01 09:00:00,2576.321533203125,2597.2744140625,2550.60205078125,2578.142333984375,0,2021-06-01 09:00:00
9924,2021-06-01 10:00:00,2576.017578125,2617.9296875,2565.764892578125,2606.66455078125,0,2021-06-01 10:00:00
9925,2021-06-01 11:00:00,2609.8701171875,2634.91943359375,2596.918701171875,2623.705810546875,0,2021-06-01 11:00:00
9926,2021-06-01 12:00:00,2624.833740234375,2624.833740234375,2557.272216796875,2557.272216796875,0,2021-06-01 12:00:00
9927,2021-06-01 13:00:00,2559.466796875,2654.921875,2531.16064453125,2628.734130859375,1298026496,2021-06-01 13:00:00
9928,2021-06-01 14:00:00,2631.661376953125,2641.49462890625,2581.1357421875,2589.09375,0,2021-06-01 14:00:00
9929,2021-06-01 15:00:00,2591.392333984375,2591.392333984375,2558.345458984375,2570.269287109375,0,2021-06-01 15:00:00
9930,2021-06-01 16:00:00,2567.853759765625,2579.828857421875,2537.111328125,2541.2958984375,0,2021-06-01 16:00:00
9931,2021-06-01 17:00:00,2544.759033203125,2560.606689453125,2533.80810546875,2558.4072265625,0,2021-06-01 17:00:00
9932,2021-06-01 18:00:00,2559.096923828125,2584.393798828125,2559.096923828125,2577.221923828125,243976192,2021-06-01 18:00:00
9933,2021-06-01 19:00:00,2577.312744140625,2577.312744140625,2534.85107421875,2542.429443359375,0,2021-06-01 19:00:00
9934,2021-06-01 20:00:00,2543.39990234375,2578.861083984375,2541.2392578125,2575.12109375,169670656,2021-06-01 20:00:00
9935,2021-06-01 21:00:00,2578.42236328125,2597.64501953125,2565.021728515625,2594.500732421875,256008192,2021-06-01 21:00:00
9936,2021-06-01 22:00:00,2600.37255859375,2611.63671875,2576.255126953125,2583.760498046875,0,2021-06-01 22:00:00
9937,2021-06-02 00:00:00,2634.4560546875,2642.114501953125,2583.53271484375,2584.213623046875,0,2021-06-02 00:00:00
9938,2021-06-02 01:00:00,2586.9599609375,2597.077392578125,2555.4013671875,2583.885009765625,0,2021-06-02 01:00:00
9939,2021-06-02 02:00:00,2590.351806640625,2616.792236328125,2578.147705078125,2595.505126953125,0,2021-06-02 02:00:00
9940,2021-06-02 03:00:00,2596.167724609375,2635.019775390625,2596.167724609375,2618.123291015625,0,2021-06-02 03:00:00
9941,2021-06-02 04:00:00,2617.21337890625,2642.752685546875,2617.21337890625,2625.818115234375,156205056,2021-06-02 04:00:00
